jobTitle,jobSubTitle,jobSalary,applyNum,resumeReadPercent,jobWelfare,jobRequirement,jobCity,jobDescription,needNumber,positionTotal,companyCharacter,feedbackRation,companySize,creditCode,operatingStatus,regAddress,orgNumber,regCapital,companyIntro,Real/Fake
 店员/营业员,益田西树泡芙招聘店员 ,3710-5010元/月,141,0,加班补助_带薪年假5天_工作满一年带薪年_营业额达成奖,"学历不限_经验不限,可接收应届生",sz, 全国知名西点连锁品牌西树泡芙高薪诚聘营业员数名！ 工作内容：泡芙的制作和售卖。 任职要求：乐观开朗，有团队合作精神，有服务意识。 工作时间：每天工作8个小时，外加1小时的休息时间，月休4天。 工资待遇：3710-5010/月，试用期2个月，试用期3710/月，转正后3910/月；根据能力晋升，晋升机制：资深三级4010/月，资深二级4210/月，资深一级4310/月，训练员一级5010/月。 店长：4310-5610/月，试用期3个月，试用期4310/月，转正后4610/月；根据能力晋升，晋升机制：三级店长4810/月，二级店长5210/月，一级店长5410/月。 额外福利：节假日三倍工资，工作满1年有5天带薪年假，另有营业额达成奖金！ ,2人,4,私营,98,50-99人,91440300056193657Q,存续（在营、开业、在册）,深圳市南山区深圳地铁世界之窗站北（一号线与益田假日广场连通）商业项目B2-M33号铺,056193657,,"深圳市众盈餐饮管理有限公司旗下有西树泡芙，嘿！小面，哞哞扒房，鲜道饺子云吞工坊四大品牌，现在深圳有20余家分店；
公司实力雄厚，诚招广大英杰参与其中，共创美好的未来！
公司管理人性化，气氛和谐，上岗前免费培训，无押金，不克扣工资
定期举行聚餐和户外活动，陶冶情操，放松心情
选择我们，绝不后悔！",1
 电梯工,电梯工电梯维保工 ,3000-6000元/月,22,98,五险一金_房补_交通补助_话补_加班补助_饭补_绩效奖金_员工旅游_节日福利,学历不限_经验不限,gz, 职位描述:电梯维修保养人员若干名。要求：男性，文化程度：中专（高中）以上；身体健康，能刻苦耐劳，工作认真、踏实，具有较强的责任心及团队合作精神。持有效《特种设备作业人员》上岗证或《电梯上岗证》，有无经验均可。职位标签:电梯维修保养 电梯维修 电梯保养 电梯 电梯按装 电梯销售 电梯维修工http://www.xy3899.com/ ,50人,7,私营,0,10-49人,91440106633254828Q,存续,广州市天河区东圃一横路13号3A008房（不可作厂房）,633254828,580万人民币元,"广州轩源机电设备安装服务有限公司成立于一九九七年四月，注册资金150万元，是一家专业从事电梯销售、安装、维护保养及其他机电设备产品的现代化公司。十几年来，我们一贯坚持""用户至上，服务第一""为宗旨，任何事情首先站在客户的立场上，为客户的利益和效益着想，并依靠严密科学的管理、高素质的专业技术服务、精益求精的敬业精神和职业道德，为客户提供了优质的电梯技术服务从而赢得客户的信任与支持，也使得我们在市场中保持着长久持续的优势。 
　　公司持有国家质量监督检验检疫总局颁发的B级《电梯安装改造维修许可证》。
　　广州轩源机电设备安装服务有限公司按照现代企业制度设立，遵循定位高起点，运行高层次，管理高效率，员工高素质，服务高质量，经营高效益的原则。公司共有员工61人，其中管理人员10人，专业工程技术人员40多人。公司拥有高素质的管理人才，管理人员均是大学本科以上学历。工程技术人员都是建筑机械及工业自动化专科以上学历，且从事电梯行业五年以上经验，技术人员都必须持证上岗。
　　广州轩源机电设备安装服务有限公司是日立电梯、广日电梯、申龙电梯、杭州西尼电梯等电梯制造商在广东地区主要销售、安装指定代理商之一，是广州市电梯协会会员单位。
　　通过多年的科学经营与不断发展，公司建立了完善的管理制度，特别是工程管理各项机制和现场监督、检查、验收措施和一系列维修保养技术管理、服务跟踪、记录等规章。以顾客为中心，想用户之所想，急用户之所急。公司遵循“精益求精、追求卓越、以人为本、技术护航”的企业精神，确立了以客户为关注焦点，以客户满意为宗旨的企业理念，公司将以专业、诚信、高效、共赢的理念和各位新老朋友精诚合作，把轩源机电有限公司打造成优秀的电梯及机电服务品牌之一。",1
 市场专员/助理,市场开拓 ,5000-8000元/月,168,33,五险一金_周末双休_年底双薪_交通补助_饭补_生活超级便利_交通超级便利,"高中_1年以下,可接收应届生",sh," 岗位职责：1、协助销售组织展开市场运作：与销售紧密配合，执行相关产品的市场营销活动计划，并做出相应的分析与反馈；2、在市场部经理的指导下，传达产品终端陈列、展示模式，并给予培训和指导；3、负责产品广告和促销计划的执行、跟踪和反馈及促销用品使用的执行和监督；4、了解、分析、反馈市场竞争情况，协调、处理所负责产品的突发事件；5、协助展开市场调查、区域市场自愿组织、政府事务等所有市场部职能事务的协调、执行和管理；6、监控主要市场活动的投入产出情况，准备并提供行业市场数据的处理及分析；7、协助区域负责人完成市场计划。任职资格：1、大学本科以上学历，市场营销、计算机、管理类等相关专业优先；2、熟悉_______行业，一年以上相关工作经验，具有产品市场专员从业经验者优先；3、具备较强的中英文字表达能力，文档组织编写能力；4、熟练使用MS Office软件编写产品文档、产品演示文稿和进行数据分析；5、具有较强的规划、分析能力和创新意识，对产品和数据运营敏感 , 思维清晰而有条理；6、良好的沟通、协调能力，表达能力强，突出的执行能力；7、良好的职业素质和敬业精神。工作时间： ",6人,12,股份制,0,500-999人,9131000083434562XE,存续（在营、开业、在册）,上海市常熟路8号,83434562X,,012年2月9日，深圳发展银行和平安银行分别召开股东大会，分别以约98%和97%的赞成率通过了两行吸并及更名的相关议案，同意深发展吸收合并平安银行，在平安银行股份有限公司因本次吸收合并注销后，公司的中文名称由深圳发展银行股份有限公司变更为平安银行股份有限公司。,0
 销售代表,急招电销高薪五险+ ,8000-15000元/月,1,67,五险一金_话补_周末双休_超长年假,学历不限_经验不限,bj," 58直招岗位，高底薪+高提成，成长机会多、成长空间大，够胆就来！！！岗位职责：1、负责公司产品的销售及推广；2、根据市场营销计划，完成部门销售指标；3、开拓新市场,发展新客户,增加产品销售范围；4、负责辖区市场信息的收集及竞争对手的分析；5、负责销售区域内销售活动的策划和执行，完成销售任务；6、管理维护客户关系以及客户间的长期战略合作计划。任职资格：1、工作经验丰富，业绩突出者优先；2、反应敏捷、表达能力强，具有较强的沟通能力及交际技巧，具有亲和力；3、具备一定的市场分析及判断能力，良好的客户服务意识；4、有责任心，能承受较大的工作压力；5、有团队协作精神，善于挑战。 ",20人,229,上市公司,14,1000人以上,91110105783991313X,开业,北京市海淀区学清路甲18号中关村东升科技园学院园三层301室,783991313,1000.000000万人民币,58同城成立于2005年12月12日，总部设在北京，在全国一二线城市目前共拥有27家直销分公司。网站定位于本地社区及免费分类信息服务，帮助人们解决生活和工作所遇到的难题。 58同城作为中国最大的分类信息网站，本地化、自主且免费、真实高效是58同城网的三大特色。其服务覆盖生活的各个领域，提供房屋租售、招聘求职、二手买卖、汽车租售、宠物票务、餐饮娱乐、旅游交友等多种生活信息，覆盖中国所有大中城市。同时还为商家建立了全方位的市场营销解决方案，提供网站、直投杂志《生活圈》《好生活》、杂志展架、LED广告屏“社区快告”等多项服务，并为商家提供精准定向推广的多种产品，如“网邻通”、“名店推荐”等等。 58同城是国内领先的生活分类信息网站，海量生活信息免费发布查询。提供找房子、找工作、二手物品买卖、二手车、58团购、商家黄页、宠物票务、旅游、交友等多种生活信息。每天千万人使用！58同城，您身边的生活帮手！ 58同城网同时也为商业合作伙伴提供：最准确的目标消费群体、最直接的产品与服务展示平台、最有效的市场营销效果以及客户关系管理等多方面服务。宗旨是：为没有工作的人，创作一个属于自己的平台。 企业文化 使 命：通过互联网让人们生活更简单 愿 景 ：人人信赖的生活服务平台 品牌定位：58，让生活更简单 核心价值观：用户第一、主动协作、简单可信、创业精神、学习成长,0
 产品经理,产品开发助理 ,4500-6000元/月,3,69,周末双休_五险一金_带薪年假,学历不限_经验不限,sh, 职位信息岗位职责：1、将产品信息统一上传系统，产品资料信息的初步核实；2、产品信息整理，跟进平台一些简单的产品信息确认；3、协助产品开发专员开发供应商，协助美工简单处理图片等；4、协助处理部门内部行政事务与其他部门沟通的事务；5、协助采购缺货商品，与供应商沟通。任职资格：1、本科学历，有1年以上部门助理或者行政文员方面的经验；2、英语基础好，可以接受应届优秀毕业生；3、为人踏实细心，热情大方，有良好的沟通能力和团队协助能力；4、思维清晰，具备优秀的归纳、总结能力；5、具有较好的学习能力，能迅速适应工作；6、有英文文案推广经验或会简单PS者优先。该岗位的晋升方向是产品开发专员，负责公司整体的产品开发方向。 ,1人,7,私营,40,10-49人,91310115MA1H7R6G5T,存续（在营、开业、在册）,浦东新区泥城镇云汉路979号2楼,MA1H7R6G5,100万人民币,公司主要在eBay，Amazon等平台进行销售,1
 汽车美容,5000诚聘汽车美容 ,4000-6000元/月,16,71,包吃_包住_饭补,学历不限_经验不限,sh, 吃苦耐劳，干活快，人心要好，急招。可以电话联系 ,3人,6,个人企业,0,10-49人,92320583MA1P897F7E,在业,昆山市花桥镇商银路1255号双联国际商务中心项目7号楼6室,MA1P897F7,50万元人民币,本场急需招聘机修工师傅2名  中工5名    油漆工师傅5名  中工5名  学徒工5名 洗车工10名 有诚意者联系,0
 普工,正式工+临时工招工妹子多 ,4500-4800元/月,0,100,加班补助_房补_话补_交通补助_周末双休_年底双薪_包吃_包住_五险一金_饭补,"学历不限_经验不限,可接收应届生",sz, 因订单剧增，急招短期工100名，正式工200名。1、岗位：主要从事新款手机的质检，检验，排线，工作；2、招聘工种：短期工【应届生，小时工，临时工】正式工---------------------------------3、短期工：每小时13-16元，保底200元/天。做满7天可以预支工资，工作轻松，工资靠谱，包吃包住；月综合工资可达4500-4800-------------------------------4、正式工：底薪2650，加班平时1.5倍，周末2倍。法定假日3倍。月综合工资可达6000-6800招聘要求：年龄16-45岁，有无经验均可，持有磁二代身份证，身体健康；5、工作内容：主要在产线负责产品的组装、包装和品检工作！24小时恒温车间，工作轻松，大部分坐着上班；入职报到须知：1、身份证及复印件4张、一寸照片4张，黑色水笔1只；2、面试当天即安排宿舍，如需住宿请带上行李；注意：工作地点是在深圳！非诚勿扰！友情提示：（官方厂家内部招聘，全程无任何收费。）有意请联系人事负责人 ,100人,225,私营,100,1000人以上,91440300060281625Q,存续（在营、开业、在册）,深圳市龙岗区龙岗街道南联社区深惠路879-891号401,060281625,400.000000万人民币,"创维集团
创维集团有限公司是以香港创维数码控股有限公司为龙头，跨越粤港两地，生产消费类电子、网络及通讯产品的大型高科技上市公司。创维成立于1988年，经过二十一年的奋斗，创维已成长为蜚声国际的中国家电巨子，位列世界彩电十大品牌，成为中国电子百强位列第十六位的优秀企业。 石岩创维集团总部，液晶楼主要生产手机，电脑模块，坐着上班，主要负责岗位组装和检测工作。",1
 置业顾问,万达广场项目推广员 ,8000-15000元/月,10,93,五险一金_包住_年底双薪_话补,学历不限_经验不限,sh," 收拾行李，寻找最新的自己，青春是挽不回的水，转眼消失在指尖，用力的浪费在用力的后悔，不要沉溺与过去，勇于接受新的生活，新的自己，新的团队！在这里，你能收获的不仅仅是知识，成长，还有技能，家人，还有最重要的高薪！从看到我们的这一刻起，开始踏入寻找新的自己的旅程吧，欢迎加入上还博遥冠军团队！！！我们的优势1：拥有强大的房地产销售市场，超过十万房源信息，不需要外出寻找客户2：我公司将提供良好的发展平台，房产业务知识带薪培训以及半年就有一次管理层晋升！3：所有员工享有超长年休假，假日发放礼品等福利，以及年度境外旅游！4；完善的福利及丰厚薪资：无责任底薪+高的离谱的提成+旅游+晋升+奖金另发+超长年假，综合年薪10-25万。（我们从不会以高底薪来吸引懒人，只有高提成和广阔的发展平台才能帮助你实现你的梦想）5；员工每月聚餐，KTV，户外扩展等多项放松活动；6；公司提供宿舍：无需宿舍押金，面试通过可以立即入住，员工宿舍内基本生活设备齐全，无线WIFI，24H供水供电，（一个宿舍不超过三人）我们的要求；1、学历不限,经验不限 年龄20岁-35岁之间;2、有学习欲望，;渴望高薪3、沟通能力强,普通话标准;有亲和力,工作积极主动,乐观开朗;4、做事认真踏实,为人正直诚恳,具有良好的团队精神。我们不差钱，只差对钱有欲望的人才！想好了就Call我们吧！趁年轻何不闯闯，我“招”你了，有“本事”你来啊！！！ ",8人,19,股份制,7,50-99人,91310116052981314Q,存续（在营、开业、在册）,上海市奉贤区大叶公路5995号5幢1333室,052981314,500万人民币,上海博遥投资管理有限公司成立于2012年，注册资金人民币500万，随着企业不断的发展，目前已经在上海拥有四家分公司，并有近20家兄弟公司。公司从成立至今，一直致力于服务沪上知名的商业地产开发商，凭借着自身的资源优势以及对上海商业地产敏锐的洞察力，使其成为诸如万科集团，绿地集团，新城集团，旭辉集团等顶级开发商的优质服务商，2014年，更是被上海中房盟推选为理事单位，成为上海商业地产最具影响力营销品牌的一颗新星！ 上海博遥投资管理有限公司，一直以“为客户创造价值，为员工实现梦想”为使命，立志成为“客户最信赖的商业地产投资专家”！公司最大的资本就是人力资本，尊重人才，把专业而富有激情的人力资源整合在一起，为他们提供一个舒适的办公环境和公平竞争的平台，是我们博遥多年来不断成功的保证。未来三年，将迎来我们博遥飞速发展的三年，我们期望有更多有识之士加入我们，让我们在博遥这个温暖的大家庭里为改变自己的人生，改变家族的命运而奋斗不息！,0
 销售助理,大量招聘不进工厂精英 ,7299-14200元/月,0,100,五险一金_包吃_包住_年底双薪_房补_话补_交通补助_饭补_加班补助_上六休一,学历不限_经验不限,sz, 聚起平凡人，共创辉煌业！Q房网高薪招聘房产销售精英、星级经理、店长，期待您加入！我们不看重学历，只看重您的能力和您想挑战高收入的决心，您的未来您决定，您的收入您做主！选择大于努力！ 平台助您实现自己人生最大价值 买车买房So Easy！工作要求：1、负责接待看房客户，讲解在售房源，作出合理计划；2、协助跟单，跟踪合同；3、定期跟进老客户，维护老客户，服务转介客户4、身体健康、思路清晰、吃苦耐劳、有上进心5、18岁以上，男女不限，学历不限店长、星级经理请联系我面谈，谢谢工作时间：6休1，每天8-9小时月收入：底薪4000/月+提成（52%-85%）+开单奖5000-1万/单平均每月收入2万以上我们将为你提供：一对一师傅辅导，导师团、讲师团的专项课程培训，店长、片董会议培训，让您快速成长2018年人均月收入20000元以上，相信您一定可以更 ,100人,9,上市公司,1,1000人以上,91440300715279885G,存续（在营、开业、在册）,深圳市福田区华富街道深南大道1006号深圳国际创新中心B栋6楼603,715279885,1000.000000万人民币,"Q房网集团（工商注册名为深圳市云房网络科技有限公司）是一家以互联网+为主导、以房地产交易为主营业务的大型企业集团，在全国拥有12家子公司、19家分公司，年销售额超2200亿元，服务经纪人22万余人。
Q房网以O2O经纪业务、新房电商、住房金融、房产资管为四大核心业务板块，致力于打造成为全国房地产行业提供线上与线下（O2O）全渠道营销解决方案的房地产互联网平台，服务行业、服务经纪公司、服务经纪人。
Q房网成立16年以来，汇聚行业顶尖IT精英，斥资数亿，基于互联网思维成功打造了Q房网、盘客通、新盘通、营销一点通等全面覆盖PC、移动、微信端的八大核心产品，并在全国40余个城市建立了基于楼盘房号及楼盘周边配套的云房源大数据库。已获得“国家高新技术企业”、“双软认证”及19项“软件著作权”。
2014年，Q房网以“实现更多不可能”为理念，重磅推出Q房网O2O模式，颠覆了传统行业运营模式，打造了中国首个房地产经纪O2O平台。2015年，Q房网保持高速增长，实现了年销售额733%的增长率。
秉承“平台思维”模式，Q房网开启了“大中国”发展战略，面向大中国房地产经纪公司、经纪人开放平台。至今已在珠三角、长三角、环渤海地区等12个城市发展了1100余家店铺，汇聚了25000人，占据了1000余个核心商住圈，并于2016年，新增住房金融事业部、房产资管事业部，构筑了完整的产业链交易闭环，“六年百城二万亿平台”战略规划正在稳步推进之中。
Q房网集团以多元化业务模式，面向全国各大经纪公司提供开放式平台服务，构筑了房地产经纪行业新型生态链，引领行业全面进入O2O时代。",1
 普工,无需经验+美女多包吃住 ,4500-6000元/月,8,91,五险一金_包吃_包住_年底双薪_话补_交通补助_饭补_加班补助_工厂直招.月薪4_包吃住.空调车间_做六休一,学历不限_经验不限,sz," 职位描述一，公司待遇；1、5天8小时制，22天工作制，其余算加班，平时加倍1.5倍，双休日2倍，节假日3倍，目前订单多，加班不管控；加班属自愿，加班费按劳动法计算+区域津贴500-800元+绩效奖500元/月+技能津贴500-1000元/月+其它各项福利补贴+全勤150-200元，月综合工资5800-6500元/月2、每月有300—330个工时机会3、由于现在是旺季.加班机会比较多4、加班自由；只要你愿意加班（1）每个月准时发放工资，不压工资（2）包吃包住：正式工地下2650元/月，小时工15-20元/小时，综合工资：5800-6500（元），（3）工厂主要生产：电子配件，电脑配件等；（4）坐着上班：加班稳定，上班轻松，加班稳定，女孩子比较多，生产最新上市的电子类产品组装等（5）招聘岗位：普工、物料、仓管、维修、测试、品管、外观检测、装配、包装、SMT二、福利待遇：1、公司为员工提供空调宿舍,有空调、热水、饮水机、洗衣机、阳台、客厅、WIFI、独立卫生间、冲凉房2、办理离职手续简单，只需提前5-7天申请即可，不扣工资。购买工伤、医疗、养老保险（养老保险可自愿购买）3、公司免费开放文体设施，如标准塑胶跑道体育场、乒乓球、篮球场、足球场、图书馆、健身房三、招聘要求1、男女不限；16岁-45岁2、有本人有效证件3、无刑事犯罪前科4、身体健康，十指健全5、男生无纹身6、无需工作经验，生手熟手均可，生手进厂后有老员工带-员工福利（包吃包住）1、进厂当天，统一发饭卡，刷卡吃饭，不用自己掏钱充值。2、饭堂：有米饭、粤菜、湘菜、川菜、窗口，小食有水饺、馒头、面包、鸡蛋、吃饱为止，持厂牌即可刷卡就餐。3、免费提供住宿、6人一间，房间大。4、宿舍配备WIFI、独立卫生间、洗澡间、空调、热水器（洗衣机）等用品。 ",75人,143,私营,58,1000人以上,91440300691186560R,存续（在营、开业、在册）,深圳市龙岗区龙岗街道南联路10号佰好大厦506,691186560,200.000000万人民币,"深圳锦程通有限公司是一家综合性高科技公司，公司位于全国著名的高科技产业中心区，一直秉承着“没有最好，只有更好！”的服务精神，以诚挚的态度，更好、更快地帮助客户取得成功。立足于深圳面向全国。为高速发展的现代企业、单位提供先进的应用解决方案、优质优惠的产品及完善的技术支持与服务。
公司采用事业部制的垂直管理方式，充分体现以客户为本的经营理念。公司分为工业自动化控制事业部、系统集成及安防监控事业部，IT计算机事业部，各事业部充分发挥各自专业领域的管理特色和经营灵活性，为各类型客户提供专业、快捷的服务。
系统集成事业部专业从事专业音视频产品销售、多媒体电教室和报告厅系统工程、智能化会议室系统、远程视频会议系统、视频监控、安防监控、多图像拼接、网络工程业务。公司已成功代理了众多世界著名品牌的音视频产品，包括EV、NEXO、ESS、SOUNDCRAFT、DBX、CROWN、SHURE专业音响设备；SONY、BOSCH、CREATOR会议系统；POLYCOM、TANDBERG、V2远程视频会议；快思聪、CREATOR中央智能控制系统；三洋、三菱、索尼、东芝、飞利浦投影机和松下、日立、三星等离子显示屏；山特、台达等UPS电源。技术力量雄厚，可以根据客户不同需求设计出先进的、优化的、稳定的系统解决方案。
计算机事业部为销售品牌电脑、数码产品、外设及系统网络维护为主的渠道与直销业务的IT多领域事业部，代理销售：IBM、联想(Lenovo)、惠普(HP)、戴尔(Dell)等品牌服务器，台式机，笔记本；SONY、CANON数码产品。拥有一支在计算机领域具有丰富实际工作经验的稳定的技术队伍，可以为广大用户提供安装、维修保养、技术支持与培训等多种服务，深得客户的赞誉和信赖。
深圳锦程通有限公司秉承着“没有最好，只有更好！”服务精神，不断深化企业内部管理和技术培训，以提高员工的业务素质和服务意识。并恪守“质量保证、服务至上”的销售承诺，继续以雄厚的技术实力和完善的服务体系服务于广大客户！深圳市锦程通劳务派遣有限公司属于劳务派遣公司，兄弟工业（深圳）有限公司隶属于该公司的待招公司",1
 文员,文员/生产部文员 ,4000-8000元/月,128,99,五险一金_包住_交通补助,学历不限_经验不限,sz, 岗位职责：1. 协助业务部销售的跟进。2.处理业务事宜。3. 协助业务主管做相关的事情。任职要求：1.18---30岁2. 高中或中专以上学历。身体健康。3. 要有一年以上的生产跟单经验。会使用电脑4. 工作要细心，认真，服从安排。 ,2人,6,私营,71,50-99人,91440300069297092F,存续（在营、开业、在册）,深圳市龙岗区横岗街道红棉四路6号厂房A1栋201之二,069297092,200.000000万人民币,"深圳市七洲电子有限公司成立于2006年，是一家从事汽车电子产品开发、生产、销售于一体的科技型企业，全部的产品都为自主研发和生产。目前主要产品是汽车倒车雷达,车载摄像头,车载蓝牙电话,公司产品全为自主设计，原材料自主采购，自主生产.公司目前大力开拓国内外市场,申请了进出口权.CE，FCC认证等。部分产品申请了发明专利和实用新型专利。公司工作环境轻松，氛围良好。
       公司外贸销售平台有alibaba的外贸平台,每年香港的电子展。更多公司信息请登录：www.sz-safe. com.或www.szsafe.en.alibaba.com
       内贸销售平台有alibabar的4个诚信通号，每年两次的九洲汽车电子展位。
    
  公司地理位置优越, 离横岗镇商业中心近，离横岗地铁站和永湖地铁站都较近，交通生活方便, 
 地址:龙岗区横岗镇坳背红棉4路6号森城工业区1栋2楼",1
 销售代表,销售代表+无需经验高提成 ,8000-12000元/月,46,100,五险一金_包吃_包住_周末双休_年底双薪_房补_话补_交通补助_饭补_加班补助,"学历不限_经验不限,可接收应届生",gz," 中原地产团队扩建，招募新人，只要你有一颗不甘平庸，敢于拼搏的心，不论资历，不看学历，我们给你机会展现自己的能力——加入中原，做更优秀的自己！1.公司正式员工：试用期即与公司签订正式劳动合同，购买“五险一金”（养老、医疗、失业、工伤、生育五险以及公司内部员工福利保险和住房公积金）晋升渠道物业顾问 高级物业顾问 客户经理 高级客户经理 分行经理 区域经理 区域总监岗位职责1、门店接待客户咨询或通过电话、网络等方式与客户联系；2、为客户提供优秀的置业咨询服务和专业的房地产投资分析；3、了解客户需求，提供合适房源，进行商务谈判；4、陪同客户看房，促成房屋买卖业务成交；5、为客户提供售后服务，维护客户关系，及时跟进客户信息。薪资福利一、优厚的薪资：1、无责任底薪2000-4000；2、提成15%—40%；3、奖金：成交现金大奖，荣誉奖项，业绩突出奖等；4、组长额外奖励，主管奖励，经理奖励等。二、员工福利1、优厚的福利体系：五险一金+补充医疗险、重大疾病医疗补助；2、专业的知识培训：入职前基础知识培训和实践培训，在职期间各种提升培训（营销技巧、房地产法规、交易按揭流程等），管理层竞岗培训；3、丰富的员工活动：员工聚餐、年度体检、节日晚会、旅游拓展活动、优秀员工表彰活动等；4、完善的津贴制度：公司员工在职期间进修学习与工作相关的知识，公司提供一定的资金支持；5、合理的假期组合：公司在职员工享有婚假、产假\陪产假、年休假、病假等合法带薪假期。任职资格1、高中及以上学历，专业不限制，年龄18-28周岁；2、对销售事业有兴趣；3、有良好的陈述技巧,性格外向,喜欢与人打交道,高度的工作热情有较强观察能力和应变能力；4、具有良好的团队精神意识，形象气质佳,口齿清楚。工作地址广州市越秀区东风东路747号108铺有意者可通过后台投递简历或联系：欧经理 ",30人,7,上市公司,15,1000人以上,9144000076494110XG,在营（开业）企业,广东省广州市天河区珠江东路12号3601房、3701房之自编02、04、05单元,76494110X,2730.000000万香港元,"广东中原地产代理有限公司是香港中原地产的全资子公司（以下简称广州中原）为香港中原集团成员，成立于1994年，在广州历经20年稳步发展，是业内唯一连续10年获广州市工商行政管理局颁发“守合同重信用企业”称号的公司，更以行业首创的“一二手联动销售”模式，成功代理众多知名楼盘，取得瞩目的成绩。近几年，公司业绩更频频刷新历史记录，取得骄人成绩，成为本地地产中介行业当之无愧的领航军企业。[1]广东中原地产的直营地铺分行，遍布全市各区重要的地产成交活跃地段。至今聘用员工超过3500人，运用广设地铺、扩大网络的经营方式，于行内已建立强大的业务基础，取得了有目共睹的成绩。广东中原秉承“不炒楼、不食价、公开资讯、公平交易”的服务宗旨，以顾客至上、专业诚恳的专注务实态度，精心打造出“皇牌代理，信心标记”的品牌形象，成为广州市同行业内享有盛誉的出色专业地产代理皇牌。良好的信誉，优质的服务使公司连续多年被评为一级资质地产中介公司，并获主流媒体颁发“十大最受欢迎”、“羊城十佳诚信经营”等奖项，近年更获得“商铺专家”、“羊城阳光中介最佳营销策划”、“羊城新兴区域阳光中介”等殊荣，并被授予“守合同重信用企业”称号。
公司荣誉：
■连续八年荣获“守合同重信用企业”
■荣获“广州市十大最受欢迎地产中介公司”
■荣获“广州市十大诚信经营地产中介公司”
■荣获“羊城十佳阳光经营中介公司”“中原地产的成功必须建筑在客户成功的基础上”，这是中原地产的经营理念，而在管理上，广州中原奉行“以人为本”——为员工营造最佳的工作条件，让员工无限发挥其个人潜能的管理理念。为树立企业的专业形象及严谨的办事作风，确保为客户提供优质的服务，各部门组织架构力求简单直接，方便员工各抒己见，沟通无间；对利益分配力求公平、合理、透明，令员工时刻保持高昂士气及积极性；对各员工的权责分工力求清晰明确、仔细，让同事充分发挥个人无穷创意及团队合作精神",0
 美容师,美容师 ,5000-8000元/月,1,9,房补_饭补,学历不限_经验不限,sh, 为顾客提供皮肤护理、美容美体服务 ,若干,6,股份制,10,1000人以上,91310115332491440F,存续（在营、开业、在册）,中国（上海）自由贸易试验区浦东南路1101号1611、1612室,332491440,50.000000万人民币,"企业文化
给我时间  还你健康
企业信念：为解决人类健康问题奋斗终身。
企业使命：专注于“唐韵古方”品牌系列产品的研发和生产。普及中华传统养生文化，打造健康、美丽、财富、快乐新生活。
企业精神：自信塑造美丽
企业目标：创中国一流健康调理品牌
 
高端定制 针对性服务",0
 电话销售,包吃住保底3500回访 ,8000-15000元/月,45,89,年底双薪_包住_包吃,学历不限_经验不限,bj, 2019年 在北京 是想月薪过8千2019年在北京，还是想月薪过1万2019年在北京，还是想月薪过1万5在这里，我们给你一个平台，你自己选择，我们的待遇是：一：免费水果或饮料二：每天现金奖励，三：定期茶话会，四：每月聚餐五：2019年两次拓展旅游我们的薪资：保底3500+包吃住+高提成+各种奖金   月薪8千到1万5免费提供住宿和工作午餐，我们的工作内容：公司投放广告，客户主动进线，无须自己寻找客户，只要负责接听客户电话，讲解产品，达成订单，轻轻松松产生业绩我们的要求：1，有无经验都可以，带薪培训            2，做过销售的优先            3，年龄20到40岁            4，男女不限 ,20人,7,私营,40,50-99人,91110115593860726Q,开业,北京市大兴区清澄名苑北区27幢6层3-706室,593860726,10.000000万人民币,"北京宝龙创景科技有限公司主营业务：
一：健康管理，健康服务，
二：主营信用贷款，车贷 房贷，
三：农业生产，绿色食品的种植和销售
以客为尊是我们服务理念",0
 分拣员,福田招每日优鲜分拣员 ,4500-5500元/月,2,82,,学历不限_经验不限,sz, 工作内容：按照要求打包水果生鲜等食品、整理货架职位要求：18-45周岁工作时间：早班7点到下午4点，晚班12点到晚上9点，做六休一薪资待遇：5000-8000 ,6人,143,私营,74,100-499人,91440300565707177R,存续（在营、开业、在册）,深圳市南山区南山大道1088号南园枫叶大厦16E,565707177,,北京万古恒信科技有限公司应人力资源外包服务市场之需求而创立。公司以客户需求为导向，以为客户创造价值为宗旨，汇集业内专业人士，创新人力资源外包服务模式，应用互联网服务平台和软件信息技术等网络服务手段，为客户提供全面、专业、高效的外包服务产品和行业解决方案。公司为外资企业、国有企业、民营企业以及政府机关、事业单位提供人事代理、劳务派遣、招聘外包、培训外包、劳动争议咨询、商业补充医疗保险、企业人力资源软件应用服务等各类人力资源外包服务。同时，基于特定行业人力资源的需求，公司整合社会资源和专业服务能力，采用“定向培训+劳务派遣”的服务模式，为行业客户提供一揽子人力资源外包服务解决方案。,1
